Group_Name,AGC_protein_kinase_PKG_family,AGC_protein_kinase_PKG_family,AGC_protein_kinase_PKG_family,AGC_protein_kinase_PKG_family,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Motilin_receptor,Motilin_receptor,Serine_protease_S33_family,Serine_protease_S33_family,Serine_protease_S33_family,GABA-B_receptor,GABA-B_receptor,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,AGC_protein_kinase_AKT_family,AGC_protein_kinase_AKT_family,AGC_protein_kinase_AKT_family,AGC_protein_kinase_AKT_family,Orexin_receptor,Orexin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Serine_protease_S8B_subfamily,Serine_protease_S8B_subfamily,Serine_protease_S8B_subfamily,Serine_protease_S8B_subfamily,Metallo_protease_M2_family,Metallo_protease_M2_family,Metallo_protease_M2_family,Metallo_protease_M2_family,Metallo_protease_M2_family,Steroid-like_ligand_receptor,Steroid-like_ligand_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Other_protein_kinase_PEK_family,Other_protein_kinase_PEK_family,Other_protein_kinase_PEK_family,Other_protein_kinase_PEK_family,MCH_receptor,MCH_receptor,MCH_receptor,MCH_receptor,Nuclear_hormone_receptor_subfamily_3_group_C_member_2,Nuclear_hormone_receptor_subfamily_3_group_C_member_2,Hydroxycarboxylic_acid_receptor,Hydroxycarboxylic_acid_receptor,Hydroxycarboxylic_acid_receptor,Hydroxycarboxylic_acid_receptor,Leukotriene_receptor,Leukotriene_receptor,Leukotriene_receptor,Leukotriene_receptor,Leukotriene_receptor,Other_protein_kinase_NAK_family,Other_protein_kinase_NAK_family,Other_protein_kinase_NAK_family,Other_protein_kinase_NAK_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_295,0.519653141,0.758546055,0.917536807,0.618948696,0.887504251,0.984745141,0.780644144,0.882291386,1.027780094,0.648479692,1.045065846,0.831684941,0.775307075,0.78320004,0.889730926,0.912679134,1.217004188,1.048129786,1.285535503,1.425826622,0.702902316,0.637585252,0.432618974,0.491724464,0.864872192,0.76423693,0.578393447,0.769957194,1.263631691,1.115633465,0.841333131,0.662574847,0.633339168,0.742403085,1.083183691,1.052874639,0.705739165,0.947052204,0.778538683,0.992219843,1.029628138,0.948900353,1.219911778,0.66587106,0.789581028,0.497722718,0.664754004,0.723328153,0.500235946,0.569267817,1.259909223,0.692271792,0.647483856,1.074528576,1.066232414,0.954848533,0.750709104,0.909190269,0.616302405,0.778608282,0.882784443,1.043817533,1.220548504,0.774090839,0.820435859,1.174211498,1.046466703,1.097972746,0.901721125,1.124041987,0.961026428,0.518838981,1.059476098,0.656474864,0.607927612,0.880790874,0.778462374,0.858276334,0.796596501,0.671523521,0.938074527,0.581088287,0.823938321,0.72718836,1.07627295,1.037452972,0.937927658,0.978585552,0.930650318,0.803570215,1.028593552,0.845213228,0.831010611,0.810534619,0.975338691,0.79997412,0.994797924,0.967456276,0.743707851,0.746484662,0.542150737,1.1174444,0.832104706,0.805038623,0.820006684,0.812645824,1.489833444,0.899980769,0.892690048,0.776640236,0.651035233,0.531460949,1.128478637,1.100356021,1.158278344,0.947124629,0.852616927,0.793517735,0.958978913,1.094549294
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_296,0.464033613,0.712093594,0.725466664,0.451199221,0.928493538,0.895846337,0.789989802,0.901539235,1.021870528,0.631714186,0.942442086,0.890949038,0.751692494,0.693843208,0.899107462,0.789217458,1.355103134,1.05322704,1.25214449,1.392957328,0.70955399,0.553453595,0.499081525,0.672570001,0.810594806,0.597944015,0.676245076,0.628376156,1.356478869,1.112647688,0.657948781,0.594629712,0.569692828,0.68897735,0.884138513,0.897163892,0.656626871,0.887961788,0.859744724,0.978954947,1.137827626,0.947797101,1.110732236,0.68168625,0.942618538,0.476274447,0.67473347,0.742969094,0.521819827,0.655703827,1.403685974,0.658850043,0.58258779,1.009932382,1.008811575,1.011154299,0.877409309,0.877214925,0.724107614,0.819796845,0.96127902,1.024001317,1.080513546,0.803478737,0.856142406,1.317070373,0.948609612,1.111772168,0.701831269,1.216646097,1.021074795,0.669088544,0.923852844,0.734244471,0.611165008,0.839517806,0.887005705,1.035917164,0.80086275,0.589390972,0.895724872,0.544726763,0.885367531,0.558648573,1.000090058,0.826070782,0.821774546,0.928284716,1.021084203,0.971614758,1.080560192,0.861069664,0.897066428,0.729485092,0.977250316,0.801487143,0.974981383,0.903671361,0.839090116,0.671705647,0.734299179,1.158934316,0.927932327,0.918207278,0.777756111,0.758809516,1.466668356,0.941210255,0.820948654,0.921451901,0.684558032,0.601227504,1.15453159,1.015535469,1.033890882,0.916414906,0.948408817,0.888771821,1.053966587,1.136496052
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_297,0.695176974,0.805588513,0.742635483,0.525084102,0.886977488,1.062786991,0.940932251,0.950323504,0.853962678,0.630558663,0.993115842,0.855950749,0.657506057,0.827530705,1.007396605,0.74515137,1.28559229,1.044180466,1.371915806,1.414789829,0.857840866,0.504614295,0.404283901,0.548776347,0.861835752,0.594842363,0.619583217,0.812248733,1.257670814,1.071189333,0.725178484,0.63690242,0.673665601,0.828162835,1.026560516,0.975981838,0.715655828,0.970032821,0.829050249,0.836275585,0.932247988,0.869880855,1.11481492,0.637934288,0.751616504,0.402544326,0.772838017,0.7052189,0.624662748,0.611350292,1.313065176,0.532866671,0.666290007,1.035488452,0.861526202,0.981174049,0.896183495,0.794883691,0.746409932,0.822269473,0.91348117,1.06510979,1.133368836,0.681981904,0.74976619,1.265666349,1.115885545,1.005006314,0.885670654,1.103123934,0.967258999,0.649422697,0.897505143,0.741772569,0.739521379,0.812466401,0.675902498,0.984827646,0.829049463,0.584610727,1.033691814,0.689991038,0.747307248,0.572050378,1.16694192,0.879582235,0.823109231,0.828953653,1.020546616,1.005938701,1.082953977,0.852615523,0.865162055,0.718544615,0.755103402,0.860034881,0.913062559,1.014839335,0.774708015,0.916436909,0.600430115,1.114741933,0.968857198,0.77971861,0.753927104,0.782473024,1.676835702,0.962136375,0.96162975,0.826319583,0.631630322,0.57061287,1.316347275,0.94046935,1.25714346,0.840252906,0.814706992,0.729782846,1.016875477,1.183999793
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_298,0.651306286,0.756387838,0.729910697,0.571085766,0.998929708,1.027844235,0.856583802,0.872197743,0.944530848,0.619127705,0.897397801,0.782747831,0.726171948,0.832697172,0.932785916,0.875117978,1.257917543,1.132612805,1.267454206,1.316170904,0.867424815,0.704275169,0.507663922,0.488390091,0.712904678,0.605611159,0.622575436,0.756064836,1.227109918,1.078258278,0.853355635,0.708637189,0.680516086,0.842442192,1.037001456,0.981628835,0.670651906,0.942269896,0.849683615,0.850165362,0.97417607,0.977230171,1.055621397,0.643461137,0.88911357,0.518307042,0.706427521,0.819688597,0.501733024,0.651327326,1.353925983,0.735810585,0.717945105,1.042460247,0.95919577,1.017906427,0.865040058,0.963031009,0.72986611,0.811188781,0.864664527,1.138638597,1.153022387,0.780606091,0.684712544,1.24524349,1.086565521,0.99357518,0.776827712,1.068968943,1.058056379,0.678681663,0.951388248,0.585103053,0.740055784,0.911279515,0.857577119,0.985629535,0.906486702,0.75704926,0.963223604,0.484558618,0.896709129,0.496469648,0.932230925,0.856580429,0.876844786,0.81059205,0.919840059,0.789177116,0.904486471,0.871242669,0.960876504,0.720954877,0.841186634,0.77695906,1.029958762,1.013858785,0.844065524,0.919210231,0.719527793,1.138127078,0.818484401,0.98716246,0.708101463,0.983897205,1.532753749,0.934278219,0.965192222,0.847248094,0.715605681,0.535069733,1.11244165,0.956614093,1.073321482,0.91013948,0.765455625,0.65694067,1.054915294,1.041574783
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_299,0.573265985,0.661448908,0.923611291,0.530420195,0.86897558,0.992384541,0.729626852,0.818618012,0.813156773,0.663782735,0.849376369,0.848769335,0.652558425,0.802835239,1.016597028,0.746167471,1.196554319,1.058885326,1.251166014,1.362448422,0.950096223,0.671748439,0.493606644,0.62722186,0.709119754,0.671692702,0.574055343,0.783869271,1.272830168,0.955836221,0.628745934,0.713052505,0.614945467,0.833393216,0.962821648,1.055224948,0.632422668,0.913004726,0.754531835,0.893607147,1.053014058,1.117806118,1.199951123,0.61758632,0.837747726,0.419063213,0.699667017,0.624625241,0.440353413,0.577563414,1.356653711,0.748698625,0.644884535,1.177915718,1.041895086,1.017072642,0.766792529,0.838386307,0.637070515,0.802490515,0.819240251,0.933225577,1.269106708,0.856899804,0.82104612,1.291283807,0.9839745,1.149349557,0.910186469,1.204265831,0.841376115,0.706643142,1.071877511,0.75004388,0.723474779,0.798418558,0.796321661,0.92710908,0.822731006,0.712486462,0.861010901,0.5537113,0.674522364,0.577449193,0.932504458,1.050256175,0.889879899,0.868596727,0.807186998,0.795465962,0.937821548,0.836895056,0.863471283,0.73136856,0.890249296,0.751615896,0.938171289,0.930007776,0.674188801,0.70724514,0.702956489,0.968475115,0.895029915,0.867168434,0.855474127,0.842166013,1.623212391,0.985887418,0.856096059,0.827997169,0.601737883,0.606290284,1.127120727,1.045528162,1.235953188,0.895881505,0.917441098,0.810777908,0.921252385,0.990292495
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_300,0.457247037,0.744876681,0.767725306,0.609436758,0.91993955,1.015713226,0.812363406,0.84026206,1.024542404,0.827757961,0.918767976,0.905482446,0.677710214,0.659458881,0.934758205,0.932045562,1.24679405,1.05965944,1.344461531,1.331507922,0.713272276,0.567210477,0.53658539,0.644876216,0.669332432,0.654873277,0.592102917,0.829253419,1.208060046,1.049415235,0.719850322,0.721966605,0.674777191,0.862252741,1.09879712,0.99741285,0.655484854,0.863304042,0.721648202,0.923237205,1.092872856,1.019158473,1.185499885,0.686176391,0.798067317,0.562930348,0.785100907,0.694967073,0.576808292,0.668664225,1.304737148,0.758100102,0.612050892,1.168637323,1.055366281,1.075599027,0.751912707,0.829694321,0.646531614,0.727978856,0.842938939,0.925245962,1.232577284,0.893075737,0.627530572,1.35120948,0.953716166,1.192368107,0.783918391,1.016348671,0.954293474,0.530361371,1.037535777,0.731107935,0.780019005,0.932889049,0.82329209,0.821368966,0.988338417,0.795680806,0.838957415,0.53740232,0.754841112,0.591040045,0.980322266,0.996703994,0.897596908,0.798746144,0.816197816,1.027754946,0.988016443,0.753695736,0.996992445,0.88431994,0.951988182,0.660929075,0.954546345,0.796124001,0.779217328,0.869063948,0.675891502,1.103993893,0.944364256,0.933848809,0.93437878,0.763961692,1.629444568,0.957140643,0.789964991,0.824368139,0.782576561,0.464165585,1.108453702,1.086915502,1.209315252,0.810158379,0.843803977,0.670943888,0.987095592,0.999419075
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_301,0.680588217,0.730858595,0.833856121,0.377682773,0.815670829,0.841942205,0.858465156,0.959391225,0.825345786,0.614718361,0.873077044,0.835485551,0.625263666,0.755134713,1.071702239,0.857887664,1.227105069,0.974082878,1.420760302,1.257432979,0.911414286,0.682451138,0.64563381,0.643909056,0.665828223,0.590930118,0.794870634,0.798571059,1.264133079,0.989313037,0.80493509,0.50649328,0.497282108,0.77815832,1.098840073,0.914294364,0.808315166,0.992829171,0.878434367,0.979995597,0.942536615,0.966433774,1.124664524,0.766113249,0.796435267,0.611613165,0.60247541,0.784232262,0.526186847,0.717918871,1.265343255,0.740661347,0.642184418,1.161643037,1.050179671,0.964747597,0.886700342,0.912815846,0.687762332,0.649689589,1.02925916,0.941451564,1.09726896,0.735724195,0.827667386,1.253283476,1.168597342,1.061572842,0.841007137,1.234481892,0.936323632,0.579301053,0.898281592,0.591020204,0.643054123,0.886064449,0.824634556,1.01917913,0.815709087,0.677055493,0.800043104,0.700324463,0.816340195,0.692163675,1.032489813,0.882772773,0.814161074,0.814160095,0.96756171,0.892435251,0.966267402,0.774941191,0.788228012,0.7292813,0.795009209,0.651759854,0.969439223,0.850435958,0.917547155,0.719497812,0.515638525,1.04383185,0.876935743,0.957654762,0.797909231,0.946915832,1.544781927,0.961614468,1.015241857,0.858522072,0.682169208,0.582244169,1.317676661,1.004503061,1.098700732,0.831186412,0.842531129,0.716580297,0.900210153,0.942500727
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_302,0.591377616,0.67918132,0.716812347,0.510190848,0.916900316,0.869633138,0.852820067,0.901023802,1.021302987,0.751099463,0.885115143,0.976682899,0.785779881,0.763052399,0.969859541,0.919927096,1.42062025,1.140004983,1.372528026,1.367366009,0.854262865,0.598635495,0.589536995,0.572078041,0.893773043,0.552739863,0.703514997,0.736781112,1.181738033,1.120061555,0.680742204,0.544330899,0.531330886,0.677212659,0.934165497,0.993590508,0.780532684,0.976699324,0.754106384,0.967594147,1.00529962,1.029109786,1.016513108,0.807702327,0.859214175,0.379458605,0.676561306,0.707815243,0.644542295,0.742608629,1.298119267,0.624622257,0.58493091,1.15420713,1.070299228,1.136624721,0.772697147,0.96678757,0.835434825,0.70122066,1.055997989,1.148459077,1.130261821,0.889219346,0.790521385,1.253269251,1.054271155,1.032414558,0.832747007,1.041845011,1.003008575,0.507960195,0.880689658,0.731694745,0.739410523,0.836262829,0.717581935,0.870284596,0.857625141,0.765447455,0.844072865,0.609910011,0.750231905,0.612087216,1.035172505,1.041959973,1.050757028,0.787059607,0.96239629,0.848666581,1.071382666,0.830118911,0.993980362,0.894540044,0.795485469,0.659844547,1.092297932,0.92892141,0.915678515,0.889890934,0.630733972,1.125059827,0.913879028,0.965506361,0.712671005,0.820976699,1.591865871,1.037849172,0.937837173,0.973387247,0.778271487,0.530185428,1.132872609,0.93398956,1.064338646,0.779179477,0.765114088,0.83926151,0.967666421,1.022812734
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_303,0.49829654,0.787877333,0.786987172,0.394645518,0.926114868,1.062496078,0.745543134,0.840952447,0.844051681,0.679887921,1.066320165,0.887726516,0.726895506,0.781949438,0.870016325,0.856663629,1.21317634,1.117937647,1.285028464,1.352840003,0.856913322,0.529132242,0.449919207,0.518583068,0.769882739,0.614893569,0.729032537,0.843155798,1.256390262,1.043960313,0.700996725,0.601685399,0.688328635,0.784672508,1.00574662,0.983670804,0.840135051,0.899357171,0.892866441,0.885534728,0.993513143,1.062075973,1.21535859,0.690723531,0.886241782,0.419297187,0.758391322,0.824940552,0.59513137,0.562098629,1.347583629,0.764954728,0.561121427,1.05641578,0.972652579,1.138999915,0.791022856,0.944329565,0.666831277,0.746814369,0.97782617,1.005944007,1.227773968,0.896781632,0.708087681,1.319126238,1.121841665,0.973458757,0.795262613,1.047071947,0.883218224,0.721401002,0.904659555,0.576059474,0.546110868,0.966574806,0.716401268,0.867350831,0.822269515,0.741250812,0.818369446,0.488909419,0.717583869,0.597092483,0.956424159,1.057604983,0.96223985,0.873288167,0.957135589,0.861417834,0.968075679,0.876957054,0.844904777,0.731583964,0.850025761,0.675659644,1.007173701,1.005164949,0.746527321,0.803830258,0.515048634,0.984313457,0.879242304,0.796037252,0.899323989,0.876578047,1.501728326,0.981894937,0.832820051,0.879001821,0.599125676,0.579307371,1.17855012,1.026490455,1.014267612,0.88275522,0.860962926,0.742175975,0.893857466,1.04340276
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_304,0.572707523,0.654279018,0.813352616,0.527642516,0.931101018,1.061685936,0.793478172,0.723133271,0.979353032,0.778312288,0.958256017,0.941415338,0.591275722,0.832642181,1.046796592,0.930960766,1.268202259,0.97845932,1.301465386,1.328153695,0.885181188,0.482371798,0.483439408,0.547756297,0.729661243,0.606978947,0.716248691,0.736148141,1.367684168,1.019065559,0.637099871,0.502406436,0.601450666,0.723122523,0.94721008,0.964935773,0.841381806,1.067543426,0.811427557,0.829216415,0.895077391,1.118746785,1.155356238,0.657668425,0.856773054,0.389446982,0.802639414,0.724645387,0.635325569,0.574423725,1.335383493,0.682947401,0.710810014,1.052747193,0.938561193,0.899343463,0.901766863,0.778632662,0.605845998,0.708244869,0.928768593,1.032325208,1.316154991,0.884199279,0.69409448,1.303753318,1.08796692,1.021314511,0.795988336,1.127816887,0.87922959,0.728659245,0.87349836,0.541248407,0.580807696,0.970592435,0.727581247,0.889048815,0.854302717,0.66841005,0.899086595,0.500004708,0.857662551,0.630849604,1.020634638,0.901779091,0.927471544,0.823816687,0.962251684,0.847821626,1.054182641,0.722816301,0.853623892,0.882785224,0.879695293,0.803201655,1.109221014,0.986328478,0.855924912,0.690761684,0.511996595,1.079704823,0.884091275,0.754535218,0.798293169,0.850792276,1.673407697,1.061608097,0.8946576,0.850715381,0.634067068,0.603507681,1.205922749,1.002327599,1.157615592,0.821879866,0.763430318,0.773023799,0.974631412,0.995805
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_305,0.495990834,0.684583548,0.944997242,0.442843324,1.033568178,1.045428368,0.938582332,0.944596717,0.969278461,0.845944636,0.883101206,0.837626718,0.79230652,0.805434511,1.034924196,0.793138297,1.29116171,1.017995402,1.22702858,1.412366059,0.78213955,0.563006026,0.612355219,0.654127474,0.689389634,0.715281943,0.595941435,0.741504605,1.185503367,0.981625436,0.862230457,0.578727469,0.655339393,0.693281034,1.10655696,0.814603135,0.696545782,0.99643915,0.868942517,0.83166639,0.921103078,0.925575441,1.238508659,0.697084602,0.84269255,0.549813291,0.656129146,0.828673324,0.589645627,0.674589386,1.452092397,0.589002369,0.510782849,1.12661905,1.08296107,1.071232105,0.69629242,0.9795345,0.707701849,0.66040721,0.89411608,1.091799813,1.212784499,0.876067792,0.813584337,1.241848868,1.024258558,1.109784472,0.687805289,1.039561335,0.828089171,0.592091573,1.019113981,0.77355579,0.763597287,0.824632473,0.81161729,1.023909015,0.861291293,0.654363336,1.030370513,0.47691646,0.853205985,0.526227906,0.994174254,0.829288867,1.014898259,0.972786323,0.795923468,0.963424558,1.075119832,0.814991567,0.777858094,0.863262517,0.899974138,0.757088585,1.059408759,0.962363269,0.847383819,0.865524124,0.612825211,1.006131085,0.914299667,0.887910438,0.879869526,0.939104595,1.508384289,1.051625566,0.931606761,0.946261856,0.56511861,0.611692152,1.127315021,0.926633449,1.069275324,0.959064357,0.928792592,0.662109413,0.925978929,1.144266484
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_306,0.669621742,0.821312298,0.8278122,0.515780464,0.814940588,1.014986989,0.937546385,0.935416542,0.878665483,0.608327735,0.926803295,0.836636303,0.720436051,0.847784188,1.101185483,0.789270752,1.335178684,0.983249743,1.294830506,1.252740338,0.867934916,0.62684095,0.575847567,0.498652126,0.685467514,0.63540696,0.77721934,0.834477825,1.367568612,1.108984521,0.759642495,0.607024965,0.477844248,0.667652831,0.892600302,0.841975721,0.615404855,1.059466164,0.722212389,0.908177952,0.893393875,0.901333524,1.037896422,0.727198872,0.916144543,0.453445038,0.728402134,0.672086713,0.621133853,0.731220978,1.338191918,0.732359659,0.673431357,1.099767725,1.089575565,1.069653231,0.867081377,0.829919906,0.742026977,0.626920479,0.873185272,1.03794615,1.199320776,0.668320366,0.838558895,1.317876874,1.160437783,0.99081415,0.759408515,1.240821956,0.852202606,0.704789825,0.962958009,0.749012816,0.705542648,0.783219159,0.696677603,0.923222167,0.874957497,0.736327728,1.028678242,0.709761032,0.699045321,0.724577754,1.090334166,0.856645019,0.965727071,0.89129234,1.012601596,0.822793749,1.058065067,0.677095864,0.949631813,0.812780564,0.958698041,0.731113331,1.012994694,0.99351358,0.706720616,0.706943488,0.710425071,1.191427726,0.963371395,0.859799835,0.735863524,0.920191644,1.524439332,1.018355276,0.798388431,0.955089694,0.777257621,0.54434199,1.218007528,1.042316322,1.17416055,0.774173631,0.961408404,0.844577054,0.971986713,1.17534937
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_307,0.59020644,0.834178424,0.798692295,0.396628127,0.943107428,0.931061908,0.94743868,0.939442108,0.929351395,0.659913059,1.027054261,0.867319184,0.732836855,0.772516274,0.980040253,0.804705659,1.20707011,1.042289573,1.426155173,1.414752224,0.907730879,0.478411561,0.587790652,0.576556299,0.895196015,0.632609077,0.579923491,0.644496023,1.270544606,1.111148994,0.781482852,0.721217999,0.480774842,0.852861091,1.085401271,0.905517392,0.654195782,0.871664986,0.852569202,0.879295898,0.951336963,0.965041126,1.105467046,0.611096276,0.726176572,0.54968918,0.736237561,0.700819642,0.516864724,0.583772609,1.234113366,0.531731409,0.637466129,0.988458392,1.071063083,1.001220292,0.831259112,0.798427473,0.708939148,0.71701282,0.826685124,0.952655333,1.283270829,0.737654408,0.816372722,1.139804741,1.001774168,0.974621582,0.909854107,1.121996436,0.841906983,0.684656535,0.960773041,0.614244685,0.656520744,0.940891882,0.653530486,1.044201939,0.826189409,0.613137578,0.961537582,0.70886433,0.761531977,0.488081477,1.008157624,1.03106543,0.834833544,0.857345919,1.010641296,0.966267005,0.947108387,0.852169986,0.934381717,0.847655201,0.911373411,0.677028258,0.951661079,1.017661372,0.867540596,0.896505267,0.520226627,1.064407748,0.964210353,0.945501467,0.765573376,0.81250414,1.644920902,1.044317225,0.847076624,0.878534567,0.76451399,0.461978103,1.09933647,1.129595987,1.193097373,0.997777627,0.876344852,0.814464477,0.872562986,1.163848659
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_308,0.591541849,0.663961862,0.720401398,0.565902001,0.88303431,1.070875631,0.869921891,0.751791312,0.816874089,0.653629584,1.009764098,0.980697322,0.59843212,0.73743711,0.892983596,0.900071013,1.368227128,1.097822171,1.311477378,1.434007281,0.706114673,0.51352209,0.477793855,0.510492214,0.835989643,0.716821053,0.631244565,0.824027575,1.166906806,1.130249625,0.644640369,0.636808277,0.587563636,0.814214998,0.94476088,0.822369144,0.712049404,0.931399122,0.788794468,0.929403097,0.897001027,1.019636108,1.127042708,0.780520601,0.950284003,0.556637631,0.605843801,0.774302704,0.661111146,0.730927959,1.451614379,0.679153768,0.532200659,1.01257792,1.038860787,1.112253688,0.872404649,0.865036168,0.740970944,0.793716398,0.914624046,1.062244989,1.08019158,0.675272728,0.713107497,1.121921856,1.109314358,1.103402126,0.711008829,1.242873055,0.855940582,0.738841511,0.953258146,0.667126948,0.73396874,0.785066855,0.674585801,0.919378651,0.964734054,0.65465191,0.990950789,0.602324291,0.806617197,0.572044001,0.929823747,0.970157304,0.973593535,0.821770372,1.026582418,1.013565029,1.013956366,0.76864143,0.918626696,0.759015151,0.928214268,0.719874138,0.888771528,0.974287987,0.86507816,0.84689821,0.739828359,1.004601864,0.856953524,0.931553975,0.7573995,0.77985198,1.681142145,0.967293795,0.986332437,0.932830486,0.615053012,0.459451068,1.203983811,1.043369887,1.201065669,0.877939707,0.925144264,0.809226067,1.023024947,1.039911135
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_309,0.672526467,0.591976209,0.748093288,0.526415398,0.889991457,1.063123522,0.884191623,0.820172657,1.03468094,0.771460625,1.085554546,0.908760975,0.548003471,0.736144728,1.082178678,0.763129472,1.31751139,1.024643749,1.330085411,1.436664744,0.806623836,0.670066748,0.583670416,0.656386792,0.849350133,0.530644412,0.582957492,0.835200808,1.298802727,1.104335114,0.675721235,0.579598388,0.568894999,0.779544183,0.970827282,1.043770571,0.739804872,0.927422466,0.860084091,0.811328554,1.127309762,0.906506441,1.176523933,0.76219938,0.740966692,0.599382096,0.747866743,0.709532739,0.460394369,0.661322891,1.412106113,0.596701354,0.574964907,1.004509472,1.015990189,1.125588656,0.897712698,0.951606776,0.646169209,0.744125628,0.84892832,0.993793023,1.23285517,0.812053247,0.651129992,1.288954043,0.983897314,1.08617457,0.877750256,1.117046754,0.888012418,0.630468359,0.930349221,0.7686384,0.547623201,0.832228715,0.759058004,0.959059531,0.99756772,0.590972459,1.005633982,0.513119987,0.683938071,0.516985234,1.147575455,1.053243943,0.875629655,0.790636654,0.854025861,1.014226839,0.899926088,0.768867413,0.99523035,0.895644097,0.807301631,0.839706292,1.129606977,0.834318849,0.754245871,0.706278603,0.661429852,1.016689221,1.036123071,0.81121144,0.770441421,0.919074417,1.545214986,1.001823079,0.880014558,0.929049079,0.58145322,0.570796224,1.329683394,1.10157226,1.111015868,0.773726075,0.94955745,0.658906406,1.087768848,1.140005781
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_310,0.529989195,0.792743967,0.754281397,0.491482479,0.875356253,0.896594334,0.922610866,0.841566283,1.006248742,0.770067879,0.921535698,0.959252897,0.722060549,0.795097148,0.877967007,0.898097006,1.351761988,1.1785879,1.338581155,1.473363669,0.937723401,0.599319429,0.476199431,0.538940011,0.902698577,0.732281178,0.717248064,0.660624043,1.268794277,1.110265251,0.744228747,0.557579384,0.568345936,0.857894126,0.925609654,0.980651962,0.734059403,0.882369484,0.807095706,0.884329371,1.027729745,1.009425143,1.017396397,0.779389068,0.841333985,0.590753483,0.747268735,0.715013251,0.493897281,0.531083466,1.318440652,0.706646454,0.492171559,1.093921255,1.088710943,1.115758045,0.79925317,0.754538494,0.737606823,0.633503609,0.863348738,0.953243143,1.164795448,0.740777355,0.704296969,1.30968228,0.947763166,1.165157768,0.839268534,1.178714023,0.978454816,0.529756246,0.931518097,0.67556792,0.615523929,0.967339406,0.859476329,0.819291094,0.864141796,0.758744666,0.841892306,0.627769958,0.798092364,0.614987846,1.080960506,0.986094033,0.901613977,0.999664912,1.015717709,0.813016218,1.071393009,0.72865933,0.947156029,0.863573205,0.863054224,0.880080866,0.895796404,0.861008923,0.706809046,0.743904944,0.706111519,1.188338278,0.960053542,0.942500781,0.889412465,0.940611131,1.445807313,0.968915646,0.801281429,0.828042772,0.650282192,0.531087873,1.118468403,1.102817659,1.13141169,0.812816864,0.734839875,0.789417085,0.843174126,1.165603895
