Group_Name,AGC_protein_kinase_PKG_family,AGC_protein_kinase_PKG_family,AGC_protein_kinase_PKG_family,AGC_protein_kinase_PKG_family,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Vasopressin_and_oxytocin_receptor,Motilin_receptor,Motilin_receptor,Serine_protease_S33_family,Serine_protease_S33_family,Serine_protease_S33_family,GABA-B_receptor,GABA-B_receptor,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,STE_protein_kinase_STE11_family,AGC_protein_kinase_AKT_family,AGC_protein_kinase_AKT_family,AGC_protein_kinase_AKT_family,AGC_protein_kinase_AKT_family,Orexin_receptor,Orexin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,Endothelin_receptor,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,CAMK_protein_kinase_DAPK_family,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,RF_amide_receptor,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Tyrosine_protein_kinase_VEGFR_family,Serine_protease_S8B_subfamily,Serine_protease_S8B_subfamily,Serine_protease_S8B_subfamily,Serine_protease_S8B_subfamily,Metallo_protease_M2_family,Metallo_protease_M2_family,Metallo_protease_M2_family,Metallo_protease_M2_family,Metallo_protease_M2_family,Steroid-like_ligand_receptor,Steroid-like_ligand_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,EDG_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Free_fatty_acid_receptor,Other_protein_kinase_PEK_family,Other_protein_kinase_PEK_family,Other_protein_kinase_PEK_family,Other_protein_kinase_PEK_family,MCH_receptor,MCH_receptor,MCH_receptor,MCH_receptor,Nuclear_hormone_receptor_subfamily_3_group_C_member_2,Nuclear_hormone_receptor_subfamily_3_group_C_member_2,Hydroxycarboxylic_acid_receptor,Hydroxycarboxylic_acid_receptor,Hydroxycarboxylic_acid_receptor,Hydroxycarboxylic_acid_receptor,Leukotriene_receptor,Leukotriene_receptor,Leukotriene_receptor,Leukotriene_receptor,Leukotriene_receptor,Other_protein_kinase_NAK_family,Other_protein_kinase_NAK_family,Other_protein_kinase_NAK_family,Other_protein_kinase_NAK_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family,Metallo_protease_M13_family
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_449,0.520444467,0.693615995,0.878938785,0.447806273,0.815428469,0.880050464,0.840719146,0.7956513,0.957218088,0.767782122,1.095184613,0.83766203,0.758182157,0.687612953,0.936550595,0.960022663,1.322442774,1.17600992,1.222975549,1.435409606,0.91652107,0.606765703,0.480219318,0.658272696,0.766128793,0.746737088,0.592955588,0.778537432,1.338173166,0.966765928,0.646111684,0.639307882,0.596417571,0.870111179,1.035817276,1.048435791,0.670190789,1.059584995,0.721055099,0.847040613,0.910098686,0.945450649,1.172745796,0.751580134,0.73080929,0.518585715,0.79772306,0.644449766,0.544382996,0.641092255,1.295138221,0.735869218,0.569631735,1.022700117,1.081910318,0.895251032,0.911301131,0.883360107,0.601885326,0.790318627,1.05088272,1.042398697,1.247477028,0.887311295,0.700324336,1.113477935,1.04545836,0.989108811,0.757368333,1.207486899,0.882669387,0.514966525,0.942852158,0.732078077,0.642152054,0.758599428,0.89631077,0.924779779,0.763275459,0.696886043,0.906919318,0.666787127,0.876761522,0.665009629,0.974474979,0.897290324,0.842510013,0.99088354,0.834039499,0.977165254,0.999465274,0.79800733,0.859956657,0.961030338,0.872459121,0.67710696,1.049656964,0.939869486,0.882294665,0.89290156,0.586934348,1.078442752,1.018629827,0.896237916,0.905076944,0.971102073,1.647850894,0.944715801,0.977282852,0.918711604,0.757780206,0.57582651,1.129266215,1.003626652,1.223738924,0.87495901,0.881962932,0.679762575,0.963537299,0.948529684
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_450,0.62040272,0.658082371,0.896183071,0.61399936,0.973884035,1.073309359,0.908992942,0.7893603,0.92523214,0.828146664,1.092824197,0.869224916,0.750961175,0.771046967,1.031016855,0.776700529,1.280860132,0.978815366,1.349659226,1.448313183,0.725935925,0.496639396,0.431967463,0.672534432,0.811646181,0.574340302,0.791851303,0.63377952,1.339457061,1.02761827,0.675100516,0.574937169,0.662475773,0.731061096,1.005411227,0.909369895,0.662100158,1.035685649,0.814897836,0.877092029,0.915047138,1.011517917,1.029176271,0.75582809,0.765509045,0.444805908,0.748757527,0.625889132,0.61629047,0.557888681,1.3649855,0.747020841,0.693335166,1.182412308,0.967608489,1.051587275,0.825809618,0.753801535,0.685062464,0.793869423,1.025606202,1.035084254,1.111957566,0.776594885,0.621274812,1.313164544,0.943338404,1.119731073,0.883937891,1.227428168,0.872167621,0.622828588,0.945774136,0.705498598,0.707282994,0.777335418,0.885783786,0.892677037,0.827441252,0.641555141,0.793345513,0.530052749,0.772811889,0.716988143,1.168579618,0.948141533,0.968071622,0.830829123,0.823865171,0.811670321,1.038294506,0.782589116,0.831801134,0.751700879,0.99059185,0.826479072,1.074001414,0.809934693,0.808910166,0.882069658,0.657571335,1.151340542,0.995444595,0.783055766,0.89530602,0.759389158,1.610898842,1.048111896,0.791943549,0.838611019,0.601368184,0.424967315,1.138937098,1.001906571,1.210746836,0.792600096,0.89514963,0.647081791,0.870090292,0.944743215
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_451,0.553000027,0.613998023,0.791676042,0.388870378,0.972588167,0.859452187,0.912284995,0.788382056,0.918651397,0.67278552,0.893499823,0.81302158,0.730470096,0.623844005,1.0925735,0.868471017,1.33735416,1.02911709,1.362234723,1.41362808,0.899460682,0.614077082,0.458940769,0.559222979,0.866595164,0.728297172,0.703608825,0.808984566,1.289051805,1.152132633,0.761073728,0.585684381,0.464916326,0.889229814,0.897460867,1.012735286,0.676858694,0.896238834,0.852070849,0.863673764,1.101150999,0.948810536,1.162683601,0.610521451,0.805521898,0.511178947,0.746887264,0.713994733,0.63561828,0.5979931,1.367037874,0.642939973,0.640213746,1.007782078,1.043207244,1.096435716,0.881640331,0.900254002,0.69599096,0.682070269,0.900325922,0.967948129,1.156412687,0.827939121,0.744847222,1.255890685,1.126820179,1.105028655,0.905161104,1.018366553,1.007056618,0.734718763,1.014638525,0.559258765,0.568139644,0.868631466,0.665800782,1.018641511,0.967452854,0.706503883,1.014706242,0.587314534,0.817945608,0.630501478,1.022075349,0.925817221,0.951095878,0.983278483,0.817127682,0.982081615,0.921890674,0.852019254,0.911753169,0.962860333,0.94589994,0.736374637,1.132280374,1.004655475,0.777930137,0.816659643,0.603451683,0.944892708,0.958235069,0.842628917,0.89799875,0.81324787,1.665154043,1.126447016,0.881573732,0.993565292,0.701514042,0.500230873,1.115995632,1.122005991,1.166967645,0.889137762,0.936457992,0.872802206,0.931585407,1.026344198
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_452,0.619485068,0.800332827,0.843579688,0.599147585,0.950257587,0.845856127,0.812192532,0.859879075,0.966865145,0.759409785,0.90304104,0.79862892,0.700650153,0.631293993,0.93382775,0.862714897,1.210803516,0.985002676,1.40672021,1.402858646,0.80370216,0.70585403,0.474040216,0.544448941,0.890575278,0.64978427,0.754048904,0.784071725,1.170155659,1.102451256,0.742528162,0.677737726,0.530141737,0.69632058,0.98635341,0.916019629,0.607999036,0.923976957,0.711763413,1.010506582,0.895950839,1.1132928,1.240340865,0.602874934,0.793250524,0.575827356,0.792284608,0.822121186,0.577063194,0.610271526,1.301571199,0.746272369,0.533002778,1.00840383,0.911666354,1.023891758,0.873971271,0.861183407,0.700064947,0.676368863,1.019262543,0.94588576,1.307812739,0.671298735,0.714132468,1.288628175,1.117315445,1.191719876,0.899489083,1.180644953,0.838774632,0.713370813,0.89320168,0.647818651,0.667839362,0.817331171,0.890153258,0.981353932,0.892244869,0.727082142,0.966593034,0.633682476,0.805941086,0.595230047,1.128496744,0.947412988,0.932320373,0.996627209,0.896917863,0.809615434,0.917250585,0.899622387,0.999084913,0.847619372,0.756359391,0.652862999,0.914732962,0.847947954,0.685871774,0.814902787,0.576826965,1.067071415,0.928074904,0.848209857,0.848073655,0.771401946,1.568977793,0.894748586,0.932603815,0.865048076,0.80269627,0.4506468,1.297883788,0.982200651,1.018292203,0.754449093,0.90425798,0.64195855,1.064797321,1.023907169
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_453,0.485202924,0.780235559,0.758871678,0.523344131,0.838227912,0.888444896,0.768708967,0.840636485,0.856145994,0.790149053,1.024704491,0.824988803,0.758101004,0.84242725,0.991943475,0.958009291,1.261296854,1.122119202,1.367594155,1.348157871,0.782264406,0.540945653,0.583956506,0.675913771,0.85898083,0.696552033,0.788744886,0.672310129,1.287353656,1.075590382,0.685184922,0.629624312,0.546788848,0.846047252,1.021771164,0.964359895,0.642997999,0.970713404,0.928390782,0.940506279,1.112987851,0.926124854,1.114134388,0.591008328,0.83960226,0.531386408,0.755348597,0.640668712,0.48156374,0.525397367,1.283209375,0.540888599,0.638504009,1.007284856,1.076444407,1.098809666,0.907070661,0.866751529,0.601716286,0.835482526,0.823509141,0.973741136,1.217466311,0.692725795,0.715622848,1.246148683,1.088447843,1.103832298,0.672730913,1.056890542,0.838937155,0.64608849,1.049502478,0.648860815,0.697227225,0.856675944,0.805126822,0.968064093,0.957628864,0.750964423,0.964397272,0.512225806,0.839352266,0.697978277,1.089562406,0.987662608,1.053461029,0.859497252,1.009749925,1.000800918,0.857315916,0.879840537,0.901767396,0.727959233,0.940908414,0.89854601,1.089034725,0.920044966,0.690067465,0.873563475,0.648406339,1.055113926,0.832282922,0.757296605,0.845643319,0.860977178,1.580027313,1.043641822,0.828018418,0.996843906,0.804446036,0.557381632,1.168903144,0.928407924,1.185032391,0.942159296,0.895504408,0.888882724,0.866210146,1.152626926
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_454,0.649201571,0.795612841,0.817193276,0.590507871,0.976637317,1.074739042,0.781261122,0.722282497,0.822802685,0.652921582,0.878124235,0.944249925,0.617084067,0.741860621,0.88885402,0.878258576,1.206944481,1.159235625,1.353189871,1.352218195,0.835787989,0.552954639,0.455112434,0.633186295,0.711775315,0.611500603,0.695505095,0.609807148,1.266310526,1.04582481,0.745883203,0.569447806,0.643322866,0.724571166,0.941522056,1.059173787,0.807241389,1.032685914,0.933475394,0.959867234,0.903137924,0.999166087,1.205347409,0.708325749,0.931821012,0.550922392,0.661476174,0.652983562,0.421162433,0.538345447,1.276769828,0.549809215,0.485435774,1.183382349,0.968274967,1.04468004,0.738479152,0.848854411,0.750582381,0.689183342,0.99711639,0.944190278,1.118617224,0.708124606,0.816120051,1.289440641,1.068381382,1.184570817,0.804135004,1.016553603,0.850237529,0.697737918,0.987765027,0.619953102,0.561739353,0.824511434,0.7563754,0.892815773,0.824500233,0.705665237,0.983305701,0.571388944,0.836980244,0.622306916,1.130481418,0.828247636,0.943721293,0.907358451,0.902839186,0.821845067,0.903003871,0.740747795,1.027060196,0.731052625,0.793987721,0.815498966,0.893532474,0.949795091,0.832185798,0.722593217,0.708249518,0.957177438,0.81437058,0.817141897,0.811950152,0.857294582,1.504809303,0.896462006,0.881206322,0.865484387,0.700386412,0.494121097,1.189696155,0.975081928,1.019871157,0.857679715,0.87844374,0.67554596,1.062727324,1.05218203
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_455,0.55510918,0.755287878,0.924104634,0.3885742,0.836932182,0.986361984,0.913303337,0.959379098,1.051200636,0.645626889,0.991258387,0.939390627,0.77192691,0.626196858,0.868485072,0.844846265,1.248752354,0.987714368,1.34128179,1.444495471,0.93021855,0.618066251,0.462044944,0.66858356,0.842064114,0.633365353,0.640672362,0.729846072,1.194913122,1.156420082,0.723839187,0.530652562,0.470809361,0.846601481,1.043862453,0.840923362,0.707701557,1.054340033,0.865676343,0.995560311,1.048510064,0.983806634,1.027465087,0.764157731,0.862081718,0.491124086,0.632484059,0.780111619,0.593293004,0.672178765,1.34830034,0.604197487,0.524661945,0.987950081,0.910277745,1.030506771,0.679829596,0.855638844,0.779280391,0.71153735,0.843233955,0.9984603,1.081495417,0.872295108,0.793672744,1.158795795,1.124951814,1.006241868,0.759987359,1.068892982,0.828964111,0.736152877,0.885550184,0.605790513,0.579529804,0.767378356,0.885354167,1.02696916,0.833566252,0.610783786,0.868003616,0.482103085,0.854214164,0.681078791,1.011527443,0.884342721,0.919349069,0.902215648,0.803540835,1.025413041,0.996707898,0.831632916,0.95221316,0.813304731,0.800783973,0.865670603,1.05320942,0.943930483,0.737843878,0.707502413,0.686189375,0.965160433,1.055074558,0.766139628,0.762872235,0.900375687,1.443200698,0.944818355,0.902089609,0.877259889,0.812144923,0.499385526,1.186537311,1.064302116,1.072854158,0.79351911,0.912171123,0.868871,0.904973945,1.177762709
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_456,0.50412663,0.690435448,0.811819192,0.524815587,0.799810823,1.011441656,0.822623283,0.910309664,0.833339022,0.635232411,0.990003789,0.978429122,0.561717006,0.818564663,0.898240733,0.83017014,1.211643173,1.214139935,1.24076994,1.451433907,0.950384634,0.600996118,0.512005268,0.56283894,0.878050638,0.72556385,0.618492346,0.724348627,1.360812006,1.089184159,0.747641835,0.646387834,0.631723372,0.790135325,0.946737135,1.05970748,0.838431279,0.89450701,0.805251252,1.018698667,1.120656164,1.06579913,1.20205825,0.64452197,0.922287975,0.514763768,0.817769713,0.672379408,0.624533368,0.541829619,1.298231713,0.747014219,0.650556028,1.021674684,1.013410853,0.960649464,0.906124929,0.749734073,0.848556143,0.616770926,0.866522156,1.064926531,1.191658721,0.905454946,0.836769388,1.126661611,1.059422145,0.996432149,0.720269469,1.042223394,1.031400581,0.574379901,1.073438817,0.594600524,0.742046317,0.938013219,0.730163234,0.934038005,0.969141747,0.743331604,0.793580495,0.538192902,0.90115736,0.484548697,0.96121762,1.070450727,0.888646096,0.819754769,0.99060633,0.895716662,1.077217986,0.698015083,0.903240775,0.811497764,0.846553591,0.734169941,0.897749577,0.885881689,0.883260435,0.747731695,0.715052888,0.975828809,0.840563933,0.787424768,0.83280415,0.959006124,1.632724436,0.91435294,0.986359218,0.769118892,0.780521949,0.58050882,1.118039489,1.104566593,1.039162643,0.967230289,0.835013853,0.79487189,0.999714973,1.112810748
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_457,0.519017974,0.673622798,0.885365624,0.599416202,0.826430438,0.955861454,0.75222661,0.941645912,0.953910926,0.771977004,0.898813216,0.799098617,0.721251337,0.663100563,1.058963367,0.826586276,1.292180087,1.009134333,1.385007555,1.269105516,0.720246877,0.498038285,0.62595332,0.606515845,0.661956621,0.627596736,0.609669288,0.677295569,1.331141194,0.964185495,0.800916388,0.520277274,0.53726137,0.786930583,1.062726672,1.042860033,0.642659835,1.038534093,0.901753519,0.798786691,1.025849849,0.955735898,1.142329026,0.764009766,0.859631562,0.424362876,0.696247528,0.652816372,0.532832452,0.608273674,1.246361848,0.542151422,0.552924622,1.14233029,1.075647987,1.090097799,0.679218573,0.808626231,0.800842513,0.827955938,0.849158149,1.063298351,1.22262833,0.70226551,0.755665297,1.238832411,1.141112917,1.060869672,0.885025613,1.020695574,0.910051025,0.588881193,0.839678596,0.685732551,0.761077968,0.883612902,0.714104164,0.869122949,0.817561248,0.689613296,0.806538464,0.647055981,0.895260882,0.703706695,0.960312772,1.025958237,1.048878647,0.933453064,0.985787866,0.901164942,0.968629673,0.797920382,1.006831824,0.84321337,0.761856368,0.735853719,0.983317894,0.857435517,0.879242043,0.858041342,0.708444736,1.13453969,0.853639712,0.896804302,0.708938182,0.818987014,1.679267346,0.898247764,0.863746628,0.868271719,0.705864207,0.594120283,1.221245576,1.056337244,1.095078844,0.868264623,0.889723426,0.652111387,0.911008255,1.151285333
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_458,0.510063245,0.804242161,0.828610836,0.450939395,0.927850674,1.081049047,0.798068548,0.771704546,0.959553635,0.8075873,1.03816076,0.796412984,0.582760802,0.785205172,1.013995661,0.875545239,1.312808485,1.108439204,1.380423482,1.469232379,0.828623349,0.591095612,0.467843683,0.50282941,0.834111847,0.764446118,0.67570395,0.622237392,1.214378042,1.154257815,0.631682734,0.504577073,0.5441124,0.780399433,1.078559518,0.998738117,0.702729617,0.911016785,0.85762269,0.892071992,1.074314205,1.097792738,1.078473164,0.683490035,0.771660192,0.42424644,0.638707449,0.608689788,0.492681983,0.607080629,1.425480763,0.7707859,0.563396055,1.11837729,0.915338194,0.9153046,0.718412275,0.839863823,0.609884288,0.612454809,0.901290812,1.102492806,1.306161637,0.718026584,0.625128046,1.110924559,1.094445011,1.159057984,0.776076727,1.018483075,1.045218188,0.621878002,1.062427213,0.695139672,0.662990736,0.997382012,0.828358532,0.980724065,0.987010584,0.685085845,1.006088258,0.511053776,0.691385463,0.542167287,1.160612214,0.98646145,0.962935785,0.93366191,0.813333564,0.821253866,1.061166944,0.863596384,0.978049901,0.833704985,0.794852909,0.80378488,1.095729105,0.846984002,0.840707865,0.692138354,0.700270396,0.99813228,0.994683253,0.976738708,0.706006676,0.910462919,1.483662153,0.968941612,0.775223662,0.795828667,0.697799504,0.446244725,1.102623264,1.04414986,1.026121156,0.84265838,0.816179714,0.838282124,1.016693229,1.082362853
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_459,0.551257615,0.662168854,0.875579074,0.458823513,1.010239445,0.84214411,0.934904816,0.959968648,0.84957147,0.830831285,1.016000496,0.900616683,0.645810185,0.665928998,0.875057867,0.764166963,1.404151378,1.140574397,1.417977591,1.415106482,0.843059507,0.690099333,0.52857368,0.455163172,0.692641127,0.686865782,0.638925573,0.765258073,1.258179309,0.964587556,0.711852438,0.582420315,0.673886054,0.868091022,0.921729294,0.974821837,0.673948235,1.076298647,0.764720967,0.948398697,0.903939159,0.94266078,1.050300805,0.739681565,0.899548528,0.404025666,0.79365067,0.720730324,0.538157763,0.536838886,1.268856496,0.571569722,0.625740031,1.169855468,1.059132489,1.000543422,0.803278245,0.881552019,0.604449176,0.704559257,1.004810691,1.053178261,1.135900465,0.839811256,0.843919515,1.34789551,1.052434326,1.103338858,0.801226597,1.207419441,0.850805236,0.568968502,0.981388163,0.755467702,0.622155422,0.808380122,0.874629272,0.895437509,0.919333174,0.805285123,0.81539041,0.576027268,0.785466467,0.530169171,0.9627537,0.943261682,0.992932871,0.786280062,0.975952208,0.993484723,0.913313398,0.786033292,0.968053286,0.852016488,0.768812211,0.887878958,1.126476641,1.011851912,0.729499624,0.893900231,0.66766279,1.032372995,0.879778963,0.983671065,0.807918854,0.782087068,1.663084294,1.041944358,0.840554343,0.855342088,0.56676053,0.609537494,1.14092354,1.095876695,1.232086645,0.832674479,0.903991091,0.671297409,1.076647922,1.035622676
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_460,0.573554671,0.821386347,0.959941942,0.444324337,0.931868712,0.867042561,0.880497065,0.782746946,1.00133075,0.784012288,1.086267565,0.758922909,0.578902975,0.811357356,0.9057599,0.844362725,1.434762044,1.178780268,1.25828045,1.466619682,0.919075337,0.67862756,0.4522489,0.584166519,0.700356535,0.754379652,0.683845552,0.762391747,1.162216481,1.132951574,0.772837875,0.599983489,0.536625765,0.815435803,0.988728879,1.026296384,0.772251381,0.941101675,0.921712843,0.828457286,1.131471421,1.022765036,1.243106324,0.638462433,0.747359338,0.417290276,0.613139985,0.649783538,0.547831305,0.534053761,1.252970015,0.763227153,0.536742257,1.089032417,0.995564781,1.000333645,0.750734616,0.958287324,0.622387713,0.710999688,0.937639997,1.077576822,1.174071593,0.818814134,0.698887642,1.303350654,1.06894595,1.189720591,0.851157988,1.083427643,0.943974416,0.581765003,0.908426127,0.582358852,0.619551457,0.77380167,0.772148855,0.995801103,0.920903956,0.596163592,0.852097059,0.63008087,0.712257011,0.710706974,0.999437028,0.855066076,0.923321526,0.987302425,0.840568632,0.948907242,1.029906767,0.734579298,0.968141538,0.8284776,0.803704206,0.766956405,1.100081111,0.97727439,0.740318208,0.683836756,0.623123627,1.153081253,1.037139506,0.912078733,0.706955014,0.875049792,1.628471202,0.960032315,0.825890698,0.894594517,0.744383351,0.483623767,1.291254458,1.027069866,1.213757944,0.767155295,0.86042598,0.826810067,0.968184318,0.94187002
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_461,0.655051938,0.802051299,0.86096927,0.465600428,0.949516877,0.893016719,0.794774647,0.875230621,0.910866631,0.70726736,0.917716742,0.777925131,0.664598649,0.673728088,1.101300501,0.833269237,1.198673743,1.085334485,1.215723845,1.270980062,0.750201794,0.684659063,0.541665933,0.693931196,0.673780618,0.663270117,0.758444707,0.650507665,1.15631918,0.967145192,0.631819849,0.679899875,0.649279863,0.689676959,0.894831028,1.028806319,0.642969678,0.977007137,0.872953724,1.008629665,0.939707352,1.046900392,1.037342141,0.586376352,0.871279025,0.524183062,0.78853485,0.790982951,0.596667034,0.665168893,1.436569582,0.69584794,0.605116478,1.150525357,1.072013327,1.068610231,0.887040088,0.866286171,0.779461222,0.76782445,0.882254306,1.052426125,1.206070496,0.722453377,0.736014559,1.191913193,1.166258948,1.014788425,0.903301193,1.136435602,0.860708167,0.503673594,1.057740898,0.720588137,0.6368294,0.756615962,0.661163299,0.98837465,0.908018131,0.689279014,0.876178264,0.67443491,0.673516481,0.501643673,0.965760314,0.888736933,0.921386702,0.795811107,0.833056783,0.937233111,1.075107418,0.76984297,0.988919471,0.878169793,0.825748017,0.882582555,1.057983103,0.881900122,0.916626952,0.674129307,0.599382806,1.153233062,0.989331824,0.918701125,0.947991986,0.833461277,1.613668703,1.118812339,0.932370989,0.980003861,0.577777073,0.666466912,1.154437467,0.954884882,1.015234264,0.766216834,0.951246543,0.78517665,0.90140048,0.991768969
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_462,0.45907167,0.816384803,0.812634184,0.612739981,0.965796724,1.019218619,0.923360566,0.925714759,0.858792801,0.850824179,0.987966034,0.950667932,0.66160127,0.707831503,0.921081812,0.834819376,1.354502348,1.016204452,1.390060605,1.3191221,0.855494272,0.558435518,0.538154333,0.665874141,0.852283228,0.527084443,0.65053358,0.688070207,1.326787663,0.976976387,0.681562219,0.543378469,0.45838938,0.669825934,1.122468891,0.874272687,0.674981715,0.885763935,0.873577882,0.855016129,1.118597536,0.927123747,1.252002037,0.599270559,0.828212667,0.511848422,0.745341817,0.826856852,0.653738788,0.534252796,1.311441492,0.736016519,0.709919421,1.000408919,0.919978139,0.997816609,0.694863661,0.87110434,0.753168569,0.642557174,0.834824946,1.149269676,1.230389563,0.901575484,0.642408385,1.13132492,1.09948474,1.113668504,0.784728871,1.207193643,0.946125311,0.710927848,0.968877169,0.586206685,0.749353819,0.824594883,0.656566818,0.895247222,0.964347288,0.64094885,1.001810898,0.651056616,0.666601988,0.505604509,0.949499798,1.0115331,0.884755869,0.804998949,0.937031297,1.00351922,0.905081332,0.69463297,1.014857157,0.925524127,0.925684226,0.877433263,1.12589939,0.815769312,0.840480692,0.856949138,0.580586737,1.07568423,1.009479494,0.790755714,0.795849642,0.872832893,1.58415885,0.993774777,0.814680796,0.787378201,0.723177281,0.458646838,1.227556519,1.009546209,1.262961996,0.988663903,0.732163005,0.685807897,0.92897045,1.093521168
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_463,0.579241154,0.638637426,0.889378135,0.61721955,0.832456331,0.921298049,0.773208004,0.77183257,0.954789647,0.809956452,0.956591045,0.969396579,0.664375052,0.648411556,0.889769352,0.862102733,1.207814356,1.037122794,1.269134003,1.389341433,0.8153758,0.538691929,0.506596742,0.573346015,0.727736204,0.535210393,0.644488956,0.773485753,1.343437202,0.971678288,0.755942409,0.64611908,0.467532131,0.872634832,0.937524077,0.88341327,0.831583685,1.094428325,0.773543632,0.962366275,0.939461325,0.945567788,1.160619322,0.681058215,0.709408665,0.397181305,0.664410428,0.767384604,0.559331545,0.672462584,1.366730881,0.651958043,0.631671117,1.128890245,0.89826157,1.043063566,0.907655766,0.800172183,0.825166536,0.830763721,0.816183288,1.09091597,1.134995962,0.856255588,0.767285824,1.183116675,1.091655614,1.158609489,0.872463852,1.027124937,1.055160274,0.732474667,0.859948972,0.626003432,0.610262324,0.844391105,0.721504836,0.829274785,0.956487458,0.622149098,0.908858989,0.644026243,0.839508282,0.698186898,1.030361483,1.004430541,0.869672461,0.88266085,0.90058398,1.022367482,0.897112876,0.86072357,0.784484801,0.918884032,0.9301554,0.757460691,1.093674176,1.042808321,0.91830653,0.800683916,0.612544065,1.116887141,0.981976556,0.804163555,0.831266396,0.77011611,1.632365763,1.03549588,0.976102577,0.944651827,0.756675619,0.638824546,1.27765004,1.008132954,1.227278989,0.925960963,0.958176077,0.841265468,0.980170707,1.018219498
RMSE_SimMTL_(Randomised_Similarity_Values)_Iter_464,0.550267494,0.748408714,0.961716375,0.586330005,0.871740812,0.982191195,0.955225372,0.768530906,0.821003249,0.752141149,0.891578259,0.870550478,0.677631615,0.741532915,0.977607543,0.973022661,1.2000452,1.066085285,1.407508923,1.280057448,0.901391714,0.471096743,0.442627986,0.54138237,0.880302188,0.664625621,0.726463325,0.770534043,1.193840546,0.973105474,0.732839383,0.489601539,0.453926508,0.858858174,1.08811207,0.889235917,0.784127135,0.949467649,0.823989334,0.986664859,0.917641066,1.091448642,1.213583541,0.571562581,0.769362139,0.50226665,0.746434217,0.799527546,0.574042773,0.713602423,1.444825158,0.565686033,0.678430098,1.081069289,0.862785227,0.908565464,0.698249813,0.785917084,0.703382652,0.772705211,0.963145981,0.947287289,1.199618584,0.684195496,0.822806672,1.265636896,1.028313192,1.13520051,0.917541763,1.206432948,0.937235561,0.644118351,0.922500626,0.74278179,0.644974183,0.861146152,0.865483636,1.005461947,0.941787349,0.708320418,1.031750579,0.674259815,0.724797894,0.69473972,1.150225003,1.015772422,1.057501012,0.862412161,0.928981342,0.816526162,1.040915522,0.664657784,0.980162848,0.906299936,0.927450806,0.813590161,0.933965529,0.865992349,0.720902695,0.83890181,0.730766629,1.060539308,1.010159778,0.790897964,0.882437563,0.939921501,1.642979254,1.089565636,1.019828868,1.009245866,0.636896,0.58541027,1.313926081,0.910306102,1.191621529,0.807341307,0.713473293,0.806021481,1.057334391,1.179871461
